"","Selection","View","Channel","Begin.Time..s.","End.Time..s.","Low.Freq..Hz.","High.Freq..Hz.","Species.Code","Common.Name","Confidence","study_area","site","round","ARU","Date","Time","Date_time","Observer","Detections","Comments","COMMENTS","Detection","NA.","DETECTIONS","CommentsS","Columns","Commnets","Detectoins","FSelection","Delta.Time..s.","Delta.Freq..Hz.","Avg.Power.Density..dB.FS.Hz.","Comments.1","Coments","Comments.1.Spectrogram.1.1.2217.000000000.2220.000000000.150.000.12000.000.leabit.Least.Bittern.0.4385.0.RWBL.2.Spectrogram.1.1.438.000000000.441.000000000.150.000.12000.000.leabit.Least.Bittern.0.5114.0.RWBL..Selection.View.Channel.Begin.Time..s..End.Time..s..Low.Freq..Hz..High.Freq..Hz..Species.Code.Common.Name.Confidence.Detections.Comments","Detections.Comments.1.Spectrogram.1.1.1101.000000000.1104.000000000.150.000.12000.000.pibgre.Pied.billed.Grebe.0.4530.0.FROG.2.Spectrogram.1.1.438.000000000.441.000000000.150.000.12000.000.y00475.American.Coot.0.5864.0..3.Spectrogram.1.1.900.000000000.903.000000000.150.000.12000.000.leabit.Least.Bittern.0.6202.0...Selection.View.Channel.Begin.Time..s..End.Time..s..Low.Freq..Hz..High.Freq..Hz..Species.Code.Common.Name.Confidence.Detections","Detectios","Day","day_standardized","recording_day"
"6876","140","Spectrogram 1","1","2865","2868","150","12000","leabit","Least Bittern","0.9527","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6877","141","Spectrogram 1","1","2871","2874","150","12000","leabit","Least Bittern","0.9351","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6878","142","Spectrogram 1","1","2886","2889","150","12000","leabit","Least Bittern","0.9902","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6879","143","Spectrogram 1","1","2889","2892","150","12000","leabit","Least Bittern","0.9792","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6880","144","Spectrogram 1","1","2895","2898","150","12000","leabit","Least Bittern","0.4128","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6881","145","Spectrogram 1","1","804","807","150","12000","leabit","Least Bittern","0.5705","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6882","146","Spectrogram 1","1","876","879","150","12000","leabit","Least Bittern","0.6108","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6883","147","Spectrogram 1","1","891","894","150","12000","leabit","Least Bittern","0.6945","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6884","148","Spectrogram 1","1","897","900","150","12000","leabit","Least Bittern","0.8111","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6885","149","Spectrogram 1","1","900","903","150","12000","leabit","Least Bittern","0.7424","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","2 LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6886","150","Spectrogram 1","1","906","909","150","12000","leabit","Least Bittern","0.6989","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6887","151","Spectrogram 1","1","909","912","150","12000","leabit","Least Bittern","0.8506","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","2 LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6888","152","Spectrogram 1","1","912","915","150","12000","leabit","Least Bittern","0.5699","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6889","153","Spectrogram 1","1","936","939","150","12000","leabit","Least Bittern","0.562","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6890","154","Spectrogram 1","1","945","948","150","12000","leabit","Least Bittern","0.98","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6891","155","Spectrogram 1","1","957","960","150","12000","leabit","Least Bittern","0.7719","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6892","156","Spectrogram 1","1","966","969","150","12000","leabit","Least Bittern","0.5807","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6893","157","Spectrogram 1","1","969","972","150","12000","leabit","Least Bittern","0.5417","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6894","158","Spectrogram 1","1","972","975","150","12000","leabit","Least Bittern","0.6714","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6895","159","Spectrogram 1","1","978","981","150","12000","leabit","Least Bittern","0.8429","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6896","1","Spectrogram 1","1","483","486","150","12000","leabit","Least Bittern","0.4529","Hiwassee","C2","R2","SM4-7",2023-05-16,"095003","2023-05-16 09:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6897","2","Spectrogram 1","1","489","492","150","12000","leabit","Least Bittern","0.4203","Hiwassee","C2","R2","SM4-7",2023-05-16,"095003","2023-05-16 09:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6898","3","Spectrogram 1","1","492","495","150","12000","leabit","Least Bittern","0.6163","Hiwassee","C2","R2","SM4-7",2023-05-16,"095003","2023-05-16 09:50:03",NA,"0","COYE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6899","4","Spectrogram 1","1","495","498","150","12000","leabit","Least Bittern","0.7122","Hiwassee","C2","R2","SM4-7",2023-05-16,"095003","2023-05-16 09:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6900","5","Spectrogram 1","1","531","534","150","12000","leabit","Least Bittern","0.8066","Hiwassee","C2","R2","SM4-7",2023-05-16,"095003","2023-05-16 09:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hiwassee","C2","R2","SM4-7",2023-05-16,"180600","2023-05-16 18:06:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6902","1","Spectrogram 1","1","2532","2535","150","12000","leabit","Least Bittern","0.4221","Hiwassee","C2","R2","SM4-7",2023-05-16,"190602","2023-05-16 19:06:02",NA,"0","RWBL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hiwassee","C2","R2","SM4-7",2023-05-16,"200602","2023-05-16 20:06:02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hiwassee","C2","R2","SM4-7",2023-05-16,"210603","2023-05-16 21:06:03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6905","1","Spectrogram 1","1","2547","2550","150","12000","leabit","Least Bittern","0.4524","Hiwassee","C2","R2","SM4-7",2023-05-17,"054900","2023-05-17 05:49:00",NA,"0","RWBL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5
"6906","2","Spectrogram 1","1","2583","2586","150","12000","leabit","Least Bittern","0.4802","Hiwassee","C2","R2","SM4-7",2023-05-17,"054900","2023-05-17 05:49:00",NA,"0","RWBL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5
"6907","1","Spectrogram 1","1","2298","2301","150","12000","leabit","Least Bittern","0.9356","Hiwassee","C2","R2","SM4-7",2023-05-17,"064902","2023-05-17 06:49:02",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5
"6908","2","Spectrogram 1","1","2382","2385","150","12000","leabit","Least Bittern","0.4882","Hiwassee","C2","R2","SM4-7",2023-05-17,"064902","2023-05-17 06:49:02",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5
"6909","1","Spectrogram 1","1","555","558","150","12000","sora","Sora","0.9219","Tennessee National","C1","R2","MINI10",2023-05-03,"052700","2023-05-03 05:27:00",NA,"1","SORA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6910","2","Spectrogram 1","1","558","561","150","12000","sora","Sora","0.805","Tennessee National","C1","R2","MINI10",2023-05-03,"052700","2023-05-03 05:27:00",NA,"1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6911","1","Spectrogram 1","1","357","360","150","12000","sora","Sora","0.9915","Tennessee National","C1","R2","MINI10",2023-05-03,"053702","2023-05-03 05:37:02",NA,"1","SORA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6912","2","Spectrogram 1","1","417","420","150","12000","sora","Sora","0.4103","Tennessee National","C1","R2","MINI10",2023-05-03,"053702","2023-05-03 05:37:02",NA,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6913","1","Spectrogram 1","1","375","378","150","12000","sora","Sora","0.9245","Tennessee National","C1","R2","MINI10",2023-05-03,"054702","2023-05-03 05:47:02",NA,"1","SORA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6914","2","Spectrogram 1","1","408","411","150","12000","sora","Sora","0.661","Tennessee National","C1","R2","MINI10",2023-05-03,"054702","2023-05-03 05:47:02",NA,"1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6915","3","Spectrogram 1","1","420","423","150","12000","sora","Sora","0.8147","Tennessee National","C1","R2","MINI10",2023-05-03,"054702","2023-05-03 05:47:02",NA,"1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6916","1","Spectrogram 1","1","375","378","150","12000","sora","Sora","0.9833","Tennessee National","C1","R2","MINI10",2023-05-03,"055702","2023-05-03 05:57:02",NA,"1","SORA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6917","1","Spectrogram 1","1","219","222","150","12000","sora","Sora","0.9979","Tennessee National","C1","R2","MINI10",2023-05-03,"060702","2023-05-03 06:07:02",NA,"1","SORA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6918","2","Spectrogram 1","1","222","225","150","12000","sora","Sora","0.8818","Tennessee National","C1","R2","MINI10",2023-05-03,"060702","2023-05-03 06:07:02",NA,"1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6919","1","Spectrogram 1","1","330","333","150","12000","sora","Sora","0.8984","Tennessee National","C1","R2","MINI10",2023-05-03,"061702","2023-05-03 06:17:02",NA,"1","SORA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6920","2","Spectrogram 1","1","594","597","150","12000","sora","Sora","0.992","Tennessee National","C1","R2","MINI10",2023-05-03,"061702","2023-05-03 06:17:02",NA,"1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6921","3","Spectrogram 1","1","72","75","150","12000","sora","Sora","0.9353","Tennessee National","C1","R2","MINI10",2023-05-03,"061702","2023-05-03 06:17:02",NA,"1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6922","4","Spectrogram 1","1","75","78","150","12000","sora","Sora","0.5608","Tennessee National","C1","R2","MINI10",2023-05-03,"061702","2023-05-03 06:17:02",NA,"1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tennessee National","C1","R2","MINI10",2023-05-03,"062702","2023-05-03 06:27:02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6924","1","Spectrogram 1","1","285","288","150","12000","amebit","American Bittern","0.7829","Tennessee National","C1","R2","MINI10",2023-05-03,"063702","2023-05-03 06:37:02",NA,"0","dog barking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6925","2","Spectrogram 1","1","468","471","150","12000","kinrai4","King Rail","0.5711","Tennessee National","C1","R2","MINI10",2023-05-03,"063702","2023-05-03 06:37:02",NA,"0","RWBL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6926","1","Spectrogram 1","1","234","237","150","12000","leabit","Least Bittern","0.4049","Tennessee National","C1","R2","MINI10",2023-05-03,"064702","2023-05-03 06:47:02",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6927","2","Spectrogram 1","1","477","480","150","12000","amebit","American Bittern","0.6616","Tennessee National","C1","R2","MINI10",2023-05-03,"064702","2023-05-03 06:47:02",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6928","1","Spectrogram 1","1","390","393","150","12000","sora","Sora","0.9635","Tennessee National","C1","R2","MINI10",2023-05-03,"065702","2023-05-03 06:57:02",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6929","1","Spectrogram 1","1","576","579","150","12000","leabit","Least Bittern","0.5223","Tennessee National","C1","R2","MINI10",2023-05-03,"070702","2023-05-03 07:07:02",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6930","1","Spectrogram 1","1","288","291","150","12000","sora","Sora","0.5057","Tennessee National","C1","R2","MINI10",2023-05-03,"071702","2023-05-03 07:17:02",NA,"1","not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6931","2","Spectrogram 1","1","294","297","150","12000","sora","Sora","0.9653","Tennessee National","C1","R2","MINI10",2023-05-03,"071702","2023-05-03 07:17:02",NA,"1","not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6932","3","Spectrogram 1","1","324","327","150","12000","sora","Sora","0.5476","Tennessee National","C1","R2","MINI10",2023-05-03,"071702","2023-05-03 07:17:02",NA,"1","not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6933","4","Spectrogram 1","1","330","333","150","12000","sora","Sora","0.915","Tennessee National","C1","R2","MINI10",2023-05-03,"071702","2023-05-03 07:17:02",NA,"1","not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6934","5","Spectrogram 1","1","333","336","150","12000","sora","Sora","0.8755","Tennessee National","C1","R2","MINI10",2023-05-03,"071702","2023-05-03 07:17:02",NA,"1","not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6935","6","Spectrogram 1","1","342","345","150","12000","sora","Sora","0.9371","Tennessee National","C1","R2","MINI10",2023-05-03,"071702","2023-05-03 07:17:02",NA,"1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6936","7","Spectrogram 1","1","345","348","150","12000","sora","Sora","0.9583","Tennessee National","C1","R2","MINI10",2023-05-03,"071702","2023-05-03 07:17:02",NA,"1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6937","8","Spectrogram 1","1","351","354","150","12000","sora","Sora","0.8929","Tennessee National","C1","R2","MINI10",2023-05-03,"071702","2023-05-03 07:17:02",NA,"1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6938","9","Spectrogram 1","1","354","357","150","12000","sora","Sora","0.9692","Tennessee National","C1","R2","MINI10",2023-05-03,"071702","2023-05-03 07:17:02",NA,"1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6939","10","Spectrogram 1","1","357","360","150","12000","sora","Sora","0.7596","Tennessee National","C1","R2","MINI10",2023-05-03,"071702","2023-05-03 07:17:02",NA,"1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6940","11","Spectrogram 1","1","363","366","150","12000","sora","Sora","0.7668","Tennessee National","C1","R2","MINI10",2023-05-03,"071702","2023-05-03 07:17:02",NA,"1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6941","12","Spectrogram 1","1","366","369","150","12000","sora","Sora","0.6554","Tennessee National","C1","R2","MINI10",2023-05-03,"071702","2023-05-03 07:17:02",NA,"1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6942","13","Spectrogram 1","1","378","381","150","12000","sora","Sora","0.9097","Tennessee National","C1","R2","MINI10",2023-05-03,"071702","2023-05-03 07:17:02",NA,"1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6943","14","Spectrogram 1","1","390","393","150","12000","sora","Sora","0.976","Tennessee National","C1","R2","MINI10",2023-05-03,"071702","2023-05-03 07:17:02",NA,"1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6944","15","Spectrogram 1","1","393","396","150","12000","sora","Sora","0.9912","Tennessee National","C1","R2","MINI10",2023-05-03,"071702","2023-05-03 07:17:02",NA,"1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6945","16","Spectrogram 1","1","396","399","150","12000","sora","Sora","0.7513","Tennessee National","C1","R2","MINI10",2023-05-03,"071702","2023-05-03 07:17:02",NA,"1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6946","17","Spectrogram 1","1","399","402","150","12000","sora","Sora","0.9242","Tennessee National","C1","R2","MINI10",2023-05-03,"071702","2023-05-03 07:17:02",NA,"1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6947","18","Spectrogram 1","1","402","405","150","12000","sora","Sora","0.8843","Tennessee National","C1","R2","MINI10",2023-05-03,"071702","2023-05-03 07:17:02",NA,"1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6948","19","Spectrogram 1","1","405","408","150","12000","sora","Sora","0.8393","Tennessee National","C1","R2","MINI10",2023-05-03,"071702","2023-05-03 07:17:02",NA,"1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6949","20","Spectrogram 1","1","408","411","150","12000","sora","Sora","0.9965","Tennessee National","C1","R2","MINI10",2023-05-03,"071702","2023-05-03 07:17:02",NA,"1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6950","21","Spectrogram 1","1","411","414","150","12000","sora","Sora","0.9916","Tennessee National","C1","R2","MINI10",2023-05-03,"071702","2023-05-03 07:17:02",NA,"1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6951","22","Spectrogram 1","1","414","417","150","12000","sora","Sora","0.9924","Tennessee National","C1","R2","MINI10",2023-05-03,"071702","2023-05-03 07:17:02",NA,"1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6952","23","Spectrogram 1","1","417","420","150","12000","sora","Sora","0.9389","Tennessee National","C1","R2","MINI10",2023-05-03,"071702","2023-05-03 07:17:02",NA,"1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6953","24","Spectrogram 1","1","420","423","150","12000","sora","Sora","0.973","Tennessee National","C1","R2","MINI10",2023-05-03,"071702","2023-05-03 07:17:02",NA,"1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6954","1","Spectrogram 1","1","291","294","150","12000","sora","Sora","0.9043","Tennessee National","C1","R2","MINI10",2023-05-03,"072702","2023-05-03 07:27:02",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6955","1","Spectrogram 1","1","258","261","150","12000","sora","Sora","0.5348","Tennessee National","C1","R2","MINI10",2023-05-03,"073702","2023-05-03 07:37:02",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6956","2","Spectrogram 1","1","345","348","150","12000","sora","Sora","0.978","Tennessee National","C1","R2","MINI10",2023-05-03,"073702","2023-05-03 07:37:02",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6957","3","Spectrogram 1","1","495","498","150","12000","sora","Sora","0.5204","Tennessee National","C1","R2","MINI10",2023-05-03,"073702","2023-05-03 07:37:02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6958","1","Spectrogram 1","1","234","237","150","12000","sora","Sora","0.9965","Tennessee National","C1","R2","MINI10",2023-05-03,"074702","2023-05-03 07:47:02",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6959","2","Spectrogram 1","1","258","261","150","12000","sora","Sora","0.822","Tennessee National","C1","R2","MINI10",2023-05-03,"074702","2023-05-03 07:47:02",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6960","3","Spectrogram 1","1","261","264","150","12000","sora","Sora","0.9174","Tennessee National","C1","R2","MINI10",2023-05-03,"074702","2023-05-03 07:47:02",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6961","4","Spectrogram 1","1","300","303","150","12000","sora","Sora","0.9026","Tennessee National","C1","R2","MINI10",2023-05-03,"074702","2023-05-03 07:47:02",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6962","5","Spectrogram 1","1","303","306","150","12000","sora","Sora","0.9912","Tennessee National","C1","R2","MINI10",2023-05-03,"074702","2023-05-03 07:47:02",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6963","6","Spectrogram 1","1","306","309","150","12000","sora","Sora","0.9406","Tennessee National","C1","R2","MINI10",2023-05-03,"074702","2023-05-03 07:47:02",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"6964","1","Spectrogram 1","1","168","171","150","12000","kinrai4","King Rail","0.465","Tennessee National","C1","R2","MINI10",2023-05-03,"075702","2023-05-03 07:57:02",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
